"","name","aqi","idx","lat","lon","url","dominentpol","time","tz","t","h","p","pm10","so2","no2","pm25","co","o3","w","r","wd","d","uvi","pol","mepaqi","pm1","time_estern"
"98","S Second St, Mt Vernon, Washington",24,126,48.4102,-122.3376,"http://aqicn.org/city/usa/washington/mt-vernon/s-second-st/","o3","2017-03-27 08:00:00","-07:00",7.47,93,1017,NA,NA,NA,4,NA,24.1,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"99","North Bend Way, North Bend, Washington",11,128,47.49022,-121.77278,"http://aqicn.org/city/usa/washington/north-bend/north-bend-way/","o3","2017-03-27 07:00:00","-07:00",5.4,93,1017,NA,NA,20.4,6,6.3,11.2,1.7,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"100","SW 6th, Oak Harbor, Washington",9,129,48.2944,-122.66,"http://aqicn.org/city/usa/washington/oak-harbor/sw-6th/","pm25","2017-03-27 08:00:00","-07:00",7.15,87,1014,NA,NA,NA,9,NA,22.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"101","Colville Tribe, Omak, Washington",25,131,48.39999,-119.51896,"http://aqicn.org/city/usa/washington/omak/colville-tribe/","pm25","2017-03-27 08:00:00","-07:00",4.6,86,1014,NA,NA,NA,25,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"102","San Juan Ave, Port Townsend, Washington",13,133,48.12919,-122.77897,"http://aqicn.org/city/usa/washington/port-townsend/san-juan-ave/","pm25","2017-03-27 08:00:00","-07:00",7.15,87,1014,NA,NA,NA,13,NA,22.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"103","Dexter SE, Pullman, Washington",5,134,46.7244,-117.18014,"http://aqicn.org/city/usa/washington/pullman/dexter-se/","pm25","2017-03-27 08:00:00","-07:00",6.45,80,1016,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"104","128th St, Puyallup, Washington",7,135,47.1401,-122.3004,"http://aqicn.org/city/usa/washington/puyallup/128th-st/","pm25","2017-03-27 08:00:00","-07:00",12.2,93,1017,NA,NA,NA,7,NA,16.8,1.5,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"105","Puyallup Tribe, Puyallup, Washington",11,136,47.2372495,-122.409946,"http://aqicn.org/city/usa/washington/puyallup/puyallup-tribe/","o3",NA,"2016-12-05 17:00:00",3,93,1016,NA,NA,NA,10,3,11,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"106","Alder St, Ritzville, Washington",15,138,47.128,-118.3819,"http://aqicn.org/city/usa/washington/ritzville/alder-st/","pm25","2017-03-27 08:00:00","-07:00",3.13,100,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"107","Josephine St, Rosalia, Washington",19,139,47.23136,-117.36856,"http://aqicn.org/city/usa/washington/rosalia/josephine-st/","pm25","2017-03-27 08:00:00","-07:00",6.45,80,1016,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"108","Beacon Hill, Seattle, Washington",17,140,47.5713,-122.3057,"http://aqicn.org/city/usa/washington/seattle/beacon-hill/","o3","2017-03-27 08:00:00","-07:00",7.3,96.3,1017,NA,NA,20.4,14,2.8,16.8,1.6,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"109","Duwamish, Seattle, Washington",23,141,47.559975,-122.338265,"http://aqicn.org/city/usa/washington/seattle/duwamish/","pm25","2017-03-27 08:00:00","-07:00",7.6,93,1017,NA,NA,20.4,23,2.6,12.1,3.2,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"110","Olive St, Seattle, Washington",11,142,47.6171136,-122.3044689,"http://aqicn.org/city/usa/washington/seattle/olive-st/","o3","2017-03-27 07:00:00","-07:00",7.6,93,1016,NA,NA,24.1,10,4.4,11.2,2.8,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"111","South Park, Seattle, Washington",21,144,47.53091,-122.3208,"http://aqicn.org/city/usa/washington/seattle/south-park/","pm25","2017-03-27 08:00:00","-07:00",7.47,93,1017,NA,NA,20.4,21,2.6,12.1,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"112","W Franklin, Shelton, Washington",10,145,47.21355,-123.10081,"http://aqicn.org/city/usa/washington/shelton/w-franklin/","pm25","2017-03-27 08:00:00","-07:00",7.14,87,1017,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"113","Augusta Ave, Spokane, Washington",5,146,47.672482,-117.36485,"http://aqicn.org/city/usa/washington/spokane/augusta-ave/","pm25","2017-03-27 08:00:00","-07:00",7.6,100,1013,4,NA,NA,5,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"114","E Broadway Ave, Spokane, Washington",34,148,47.663962,-117.25765,"http://aqicn.org/city/usa/washington/spokane/e-broadway-ave/","pm25","2017-03-27 08:00:00","-07:00",4.82,100,1013,4,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"115","Monroe St, Spokane, Washington",12,149,47.69983,-117.42631,"http://aqicn.org/city/usa/washington/spokane/monroe-st/","pm25","2017-03-27 08:00:00","-07:00",4.82,100,1013,16,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"116","Alexander Ave, Tacoma, Washington",15,150,47.2656,-122.385,"http://aqicn.org/city/usa/washington/tacoma/alexander-ave/","pm25","2017-03-27 08:00:00","-07:00",7.15,93,1017,NA,NA,NA,15,2.4,16.8,1.9,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"117"," L Street, Tacoma, Washington",8,151,47.18631,-122.45154,"http://aqicn.org/city/usa/washington/tacoma/l-street/","pm25","2017-03-27 08:00:00","-07:00",6.2,93,1017,NA,NA,NA,8,NA,16.8,1.7,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"118","Yakama Tribe, Toppenish, Washington",30,152,46.38024,-120.33266,"http://aqicn.org/city/usa/washington/toppenish/yakama-tribe/","pm25","2017-03-27 08:00:00","-07:00",3.3,93,1015,12,NA,NA,30,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"119","Tulalip Tribe, Tulalip, Washington",19,153,48.069,-122.275,"http://aqicn.org/city/usa/washington/tulalip/tulalip-tribe/","o3",NA,"2016-12-05 17:00:00",3,93,1017,NA,NA,NA,10,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"120","Glover St, Twisp, Washington",25,154,48.36451,-120.12113,"http://aqicn.org/city/usa/washington/twisp/glover-st/","pm25","2017-03-27 08:00:00","-07:00",5.15,86,1014,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"121","12th St, Walla Walla, Washington",3,156,46.05881,-118.35147,"http://aqicn.org/city/usa/washington/walla-walla/12th-st/","pm25","2017-03-27 08:00:00","-07:00",7.15,81,1016,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"122","Spokane Tribe, Wellpinit, Washington",13,157,47.88528,-117.98865,"http://aqicn.org/city/usa/washington/wellpinit/spokane-tribe/","pm25","2017-03-27 08:00:00","-07:00",5.4,86,1013,16,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"123","Fifth St, Wenatchee, Washington",25,158,47.43061,-120.34195,"http://aqicn.org/city/usa/washington/wenatchee/fifth-st/","pm25","2017-03-27 08:00:00","-07:00",2.1,75,1015,NA,NA,NA,25,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"124","Chewuch Rd, Winthrop, Washington",13,159,48.47724,-120.19057,"http://aqicn.org/city/usa/washington/winthrop/chewuch-rd/","pm25","2017-03-27 08:00:00","-07:00",5.15,86,1014,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"125","Yakama Tribe, White Swan, Washington",12,160,46.37543,-120.72932,"http://aqicn.org/city/usa/washington/white-swan/yakama-tribe/","pm10","2017-03-27 05:00:00","-07:00",6.3,87,1015,12,NA,NA,7,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"126","Yacolt Rd, Yacolt, Washington",7,161,45.86639,-122.40889,"http://aqicn.org/city/usa/washington/yacolt/yacolt-rd/","pm10","2017-03-27 08:00:00","-07:00",7.75,93,1019,7,1.5,5.1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"127","4th Ave, Yakima, Washington",34,162,46.59495,-120.51228,"http://aqicn.org/city/usa/washington/yakima/4th-ave/","pm25","2017-03-27 08:00:00","-07:00",2.83,80.5,1014.5,12,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"128","Baytown, Houston, Texas",73,177,29.7706975,-95.0312316,"http://aqicn.org/city/texas/houston/baytown/","pm25","2017-03-27 08:00:00","-06:00",23,83,1012,7,0.2,3.2,73,3.4,19.2,5.8,NA,174,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"129","Park Place, Houston, Texas",85,178,29.686389,-95.294722,"http://aqicn.org/city/texas/houston/park-place/","pm25","2017-03-27 10:00:00","-06:00",23.5,77.5,1013.9,NA,1.2,3.8,85,2.3,27.2,8.3,0.18,203,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"130","Seabrook Friendship Park, Houston, Texas",68,179,29.5830473,-95.0155437,"http://aqicn.org/city/texas/houston/seabrook-friendship-park/","pm25","2017-03-27 10:00:00","-06:00",24.2778,73,1013,7,0.2,1.2,68,2.3,28.1,9.7,NA,183,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"131","Conroe Relocated, Houston, Texas",68,180,30.3503017,-95.4251278,"http://aqicn.org/city/texas/houston/conroe-relocated/","pm25","2017-03-27 10:00:00","-06:00",22.7778,73,1013,NA,NA,3,68,NA,30.4,10.4,NA,198,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"132","Houston East, Houston, Texas",80,181,29.7679707,-95.2205867,"http://aqicn.org/city/texas/houston/houston-east/","pm25","2017-03-27 09:00:00","-06:00",23.7778,83,1013,NA,0.9,4.9,80,3.4,26.4,5.9,NA,216,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"133","Italy, fort Worth, Dallas, Texas",12,182,32.1754284,-96.8701803,"http://aqicn.org/city/texas/dallas/fort-worth/italy/","o3","2017-03-27 10:00:00","-06:00",17.7778,67.5,1015,NA,0.2,6.5,19,NA,12.1,9.3,NA,316,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"134","Kaufman, fort Worth, Dallas, Texas",32,183,32.5649518,-96.3176773,"http://aqicn.org/city/texas/dallas/fort-worth/kaufman/","pm25","2017-03-27 10:00:00","-06:00",18.5,69.8,1013,NA,0.2,7.5,32,NA,12.1,4.3,NA,269,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"135","Arlington Municipal Airport, fort Worth, Dallas, Texas",36,184,32.6563574,-97.0885849,"http://aqicn.org/city/texas/dallas/fort-worth/arlington-municipal-airport/","pm25","2017-03-27 10:00:00","-06:00",14.5,67,1014,33,0.3,4.8,36,NA,13.6,10.1,NA,337,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"136","Haws Athletic Center, fort Worth, Dallas, Texas",29,185,32.7591432,-97.3423337,"http://aqicn.org/city/texas/dallas/fort-worth/haws-athletic-center/","pm25","2017-03-27 10:00:00","-06:00",14.96,67,1014,33,0.3,4.8,29,NA,13.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"137","CPS Pecan Valley, San Antonio, Texas",46,186,29.4072945,-98.431251,"http://aqicn.org/city/texas/san-antonio/cps-pecan-valley/","pm25","2017-03-27 09:00:00","-06:00",22.0556,69,1012,NA,2.2,6,46,NA,14.5,2.4,NA,152,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"138","Calaveras Lake, San Antonio, Texas",57,187,29.2753812,-98.3116919,"http://aqicn.org/city/texas/san-antonio/calaveras-lake/","pm25","2017-03-27 10:00:00","-06:00",22,69,1012,NA,2.2,1.2,57,NA,25.6,7.1,NA,143,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"139","Heritage Middle School, San Antonio, Texas",58,188,29.3529047,-98.3328207,"http://aqicn.org/city/texas/san-antonio/heritage-middle-school/","pm25","2017-03-27 10:00:00","-06:00",22.3889,69,1012,NA,2.2,1.2,58,NA,20,5.5,NA,166,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"140","Old Hwy 90, San Antonio, Texas",48,189,29.4239327,-98.5805051,"http://aqicn.org/city/texas/san-antonio/old-hwy-90/","pm25","2017-03-27 09:00:00","-06:00",22.5556,69,1012,NA,2.2,6.1,48,NA,11.2,4.2,NA,98,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"141","San Antonio Northwest, San Antonio, Texas",56,191,29.51509,-98.620166,"http://aqicn.org/city/texas/san-antonio/san-antonio-northwest/","pm25","2017-03-27 10:00:00","-06:00",21,73,1013,NA,2.2,8.4,56,NA,20,1.6,NA,119,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"142","Selma, San Antonio, Texas",56,192,29.5877306,-98.3124785,"http://aqicn.org/city/texas/san-antonio/selma/","pm25","2017-03-27 10:00:00","-06:00",22.71,78,1013,NA,2.2,2.2,56,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"143","Socorro Hueco, El Paso, Texas",55,193,31.6675,-106.288,"http://aqicn.org/city/texas/el-paso/socorro-hueco/","pm25","2017-03-27 08:00:00","-06:00",12.5,23,1016,45,1,38.8,55,14.5,12.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"144","National Seashore, Corpus Christi, Texas",73,194,27.4269883,-97.2987037,"http://aqicn.org/city/texas/corpus-christi/national-seashore/","pm25","2017-03-27 10:00:00","-06:00",22.2778,74,1012,NA,0.2,NA,73,NA,NA,9.9,NA,130,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"145","Beaumont Mary, Beaumont, Texas",NA,195,30.06717,-94.09093,"http://aqicn.org/city/texas/beaumont/beaumont-mary/","","2016-10-30 01:00:00","-0600",22.07,100,1035.88,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"146","Odessa Gonzales, Midland, Texas",33,196,31.8702534,-102.3347563,"http://aqicn.org/city/texas/midland/odessa-gonzales/","pm25","2017-03-27 10:00:00","-06:00",10.2222,50,1017,NA,NA,NA,33,NA,NA,5.2,NA,61,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"147","Galveston 99th Street, Houston, Texas",58,197,29.2544736,-94.8612886,"http://aqicn.org/city/texas/houston/galveston-99th-street/","pm25","2017-03-27 09:00:00","-06:00",23.3,83.6,1014,7,0.3,0.7,58,2.3,27.2,8.3,NA,165,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"148","Waco Mazanec, Waco, Texas",33,198,31.6530743,-97.0706982,"http://aqicn.org/city/texas/waco/waco-mazanec/","pm25","2017-03-27 09:00:00","-06:00",19,67,1014,NA,0.5,5.1,33,2.3,12.8,5.8,NA,303,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"149","World Trade Bridge, Laredo, Texas",52,199,27.599444,-99.533333,"http://aqicn.org/city/texas/laredo/world-trade-bridge/","pm25","2017-03-27 10:00:00","-06:00",22.15,83,1012,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"150","Amarillo A&amp;M, Amarillo, Texas",12,200,35.2015839,-101.9092481,"http://aqicn.org/city/texas/amarillo/amarillo-a-m/","pm25","2017-03-27 10:00:00","-06:00",8.46,70,1016,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"151","Clinton, Houston, Texas",90,201,29.7337263,-95.2575931,"http://aqicn.org/city/texas/houston/clinton/","pm25","2017-03-27 10:00:00","-06:00",23.1667,83.7,1013,NA,0.9,12.6,90,2.3,18.4,8.7,0.11,223,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"152","Houston Deer Park #2, Houston, Texas",87,202,29.670025,-95.1285077,"http://aqicn.org/city/texas/houston/houston-deer-park--2/","pm25","2017-03-27 10:00:00","-06:00",23.9444,68.3,1013,7,0.2,3.2,87,2.3,30.4,0.3,NA,189,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"153","Houston Aldine, Houston, Texas",76,203,29.901037,-95.3261248,"http://aqicn.org/city/texas/houston/houston-aldine/","pm25","2017-03-27 10:00:00","-06:00",23.5556,67.5,1013.2,NA,0.9,4.5,76,3.4,29.6,9.2,NA,179,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"154","Dallas Hinton, fort Worth, Dallas, Texas",36,204,32.8200608,-96.8601165,"http://aqicn.org/city/texas/dallas/fort-worth/dallas-hinton/","pm25","2017-03-27 10:00:00","-06:00",15.4444,68.2,1014,33,0.2,6.6,36,2.3,12.1,6.7,NA,315,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"155","Denton Airport South, fort Worth, Dallas, Texas",28,205,33.2190564,-97.1962872,"http://aqicn.org/city/texas/dallas/fort-worth/denton-airport-south/","pm25","2017-03-27 10:00:00","-06:00",12,83.1,1014,NA,NA,1.5,28,NA,17.6,8,0.01,336,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"156","Midlothian OFW, fort Worth, Dallas, Texas",33,206,32.4820815,-97.0269224,"http://aqicn.org/city/texas/dallas/fort-worth/midlothian-ofw/","pm10","2017-03-27 08:00:00","-06:00",15.1,67,1014,33,0.3,5,19,NA,16,9.8,NA,329,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"157","Ascarate Park SE, El Paso, Texas",6,207,31.7467425,-106.4027843,"http://aqicn.org/city/texas/el-paso/ascarate-park-se/","o3","2017-03-27 09:00:00","-06:00",16.3,22.8,889.1,14,1.6,38.8,9,14.5,6.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"158","El Paso Chamizal, El Paso, Texas",22,208,31.7656976,-106.4552204,"http://aqicn.org/city/texas/el-paso/el-paso-chamizal/","o3","2017-03-27 08:00:00","-06:00",15.5,19.8,1015,7,1,36.1,9,2.3,22.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"159","El Paso UTEP, El Paso, Texas",NA,209,31.7682914,-106.5012595,"http://aqicn.org/city/texas/el-paso/el-paso-utep/","","2017-03-27 08:00:00","-06:00",16.4,18.8,1016,24,0.2,17.1,35,2.3,40.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"160","Mission, Harlingen, Texas",61,210,26.2262097,-98.291069,"http://aqicn.org/city/texas/harlingen/mission/","pm25","2017-03-27 10:00:00","-06:00",24.1667,78,1011,NA,NA,NA,61,NA,24.8,7.7,NA,139,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"161","Dona Park, Corpus Christi, Texas",68,211,27.8118142,-97.4657005,"http://aqicn.org/city/texas/corpus-christi/dona-park/","pm25","2017-03-27 09:00:00","-06:00",24.3333,88,1012,NA,0.2,NA,68,NA,NA,6.4,NA,141,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"162","Hamshire, Beaumont, Texas",53,212,29.8639525,-94.3177999,"http://aqicn.org/city/texas/beaumont/hamshire/","pm25","2017-03-27 09:00:00","-06:00",23.3333,74,1015,NA,NA,0.4,53,NA,24.1,10.5,NA,170,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"163","SETRPC 42 Mauriceville, Beaumont, Texas",45,213,30.1946263,-93.8672095,"http://aqicn.org/city/texas/beaumont/setrpc-42-mauriceville/","pm25","2017-03-27 10:00:00","-06:00",25.54,74,1015,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"164","Brownsville, Harlingen, Texas",31,214,25.8925176,-97.4938295,"http://aqicn.org/city/texas/harlingen/brownsville/","o3","2017-03-27 10:00:00","-06:00",24.8889,74,1011,NA,NA,NA,NA,5.6,31.2,7.4,NA,154,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"165","Odessa-Hays Elementary School, Midland, Texas",33,215,31.8365747,-102.3420368,"http://aqicn.org/city/texas/midland/odessa-hays-elementary-school/","pm25","2017-03-27 10:00:00","-06:00",10.7778,50,1017,NA,NA,NA,33,NA,NA,6.8,NA,60,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"166","Austin Audubon Society, Austin, Texas",59,217,30.4831681,-97.8723005,"http://aqicn.org/city/texas/austin/austin-audubon-society/","pm25","2017-03-27 09:00:00","-06:00",19.6,83,1013,NA,0.2,2.9,59,NA,15.2,4.8,NA,229,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"167","Austin Northwest, Austin, Texas",53,218,30.3544356,-97.7602554,"http://aqicn.org/city/texas/austin/austin-northwest/","pm25","2017-03-27 10:00:00","-06:00",20.4444,78,1013,NA,0.2,2.8,53,NA,20,2.9,NA,209,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"168","Port Arthur Memorial School, Beaumont, Texas",54,219,29.9229186,-93.9090282,"http://aqicn.org/city/texas/beaumont/port-arthur-memorial-school/","pm25","2017-03-27 10:00:00","-06:00",25.54,74,1015,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"169","Isla Blanca Park, Harlingen, Texas",24,220,26.0696153,-97.1621996,"http://aqicn.org/city/texas/harlingen/isla-blanca-park/","o3","2017-03-27 09:00:00","-06:00",24.5,88,1011,NA,NA,NA,NA,5.6,24.1,7.4,NA,126,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"170","Karnack, Tyler, Texas",59,221,32.6689873,-94.1674569,"http://aqicn.org/city/texas/tyler/karnack/","pm25","2017-03-27 10:00:00","-06:00",21.5,73,1013,26,1.6,0.8,59,NA,24.1,5.8,NA,206,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"171","Wichita Falls, Abilene, Texas",NA,222,33.8630221,-98.5717882,"http://aqicn.org/city/texas/abilene/wichita-falls/","","","-0600",22.49,50,993.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"172","Eagle Pass, Laredo, Texas",62,223,28.704607,-100.4511555,"http://aqicn.org/city/texas/laredo/eagle-pass/","pm25","2017-03-27 10:00:00","-06:00",23.1667,78,988.17,35,2.8,3.6,62,4.8,0.1,5.2,NA,95,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"173","Austin Webberville Rd, Austin, Texas",50,224,30.2632079,-97.7128831,"http://aqicn.org/city/texas/austin/austin-webberville-rd/","pm25","2017-03-27 10:00:00","-06:00",21.8333,78,1013,NA,1,1.6,50,NA,24.8,3.5,NA,221,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"174","Lubbock-PM25, Lubbock, Texas",NA,225,33.590764,-101.8504185,"http://aqicn.org/city/texas/lubbock/lubbock-pm25/","","","-0600",16.74,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"175","Corsicana Airport, fort Worth, Dallas, Texas",51,226,32.0319398,-96.3991377,"http://aqicn.org/city/texas/dallas/fort-worth/corsicana-airport/","pm25","2017-03-27 10:00:00","-06:00",19.0556,88.7,1013,NA,0.5,1.3,51,NA,16.8,6.7,NA,188,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"176","Zavala Elementary, Austin, Texas",50,227,30.2583319,-97.7203007,"http://aqicn.org/city/texas/austin/zavala-elementary/","pm25","2017-03-27 10:00:00","-06:00",22.3333,78,1013,NA,1,1.6,50,NA,24.8,3.6,NA,236,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"177","Fayette County, Austin, Texas",52,228,29.9624745,-96.7458748,"http://aqicn.org/city/texas/austin/fayette-county/","pm25","2017-03-27 10:00:00","-06:00",21.6667,80.5,1012.5,NA,NA,NA,52,NA,28.1,12.2,NA,192,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"178","San Andreas-Gold Strike Road, Calaveras, California",38,229,38.20185,-120.68028,"http://aqicn.org/city/california/calaveras/san-andreas-gold-strike-road/","pm25","2017-03-27 08:00:00","-07:00",8.9,98.9,1021,7,NA,NA,38,NA,22.7,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"179","Yosemite Village - Visitor Center, Mariposa, California",25,230,37.74871,-119.58709,"http://aqicn.org/city/california/mariposa/yosemite-village-visitor-center/","pm25","2017-03-27 07:00:00","-07:00",3.61,80,1017,4,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"180","Grass Valley-Litton Building, Nevada, California",42,231,39.23352,-121.05567,"http://aqicn.org/city/california/nevada/grass-valley-litton-building/","o3","2017-03-27 06:00:00","-07:00",7.655,100,1019.5,NA,NA,2.8,5,NA,41.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"181","Truckee - Fire Station, Nevada, California",25,232,39.32782,-120.18459,"http://aqicn.org/city/california/nevada/truckee-fire-station/","pm25","2017-03-27 07:00:00","-07:00",1.61,69,1018,NA,NA,NA,25,NA,34.4,0.6,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"182","Colfax-City Hall, Placer, California",34,233,39.09979,-120.95391,"http://aqicn.org/city/california/placer/colfax-city-hall/","pm25","2017-03-27 06:00:00","-07:00",7.655,100,1019.5,NA,NA,2.8,34,NA,26.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"183","Chester, Plumas, California",50,234,40.30961,-121.22779,"http://aqicn.org/city/california/plumas/chester/","pm25","2017-03-27 07:00:00","-07:00",-2.62,93,NA,NA,NA,NA,50,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"184","Portola - Nevada Street, Plumas, California",NA,235,39.80587,-120.46866,"http://aqicn.org/city/california/plumas/portola-nevada-street/","","","-0700",17.66,36,1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"185","Quincy-N Church Street, Plumas, California",25,236,39.93957,-120.94438,"http://aqicn.org/city/california/plumas/quincy-n-church-street/","pm25","2017-03-27 07:00:00","-07:00",-2.62,93,NA,NA,NA,NA,25,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"186","Mojave, Kern, California",41,237,35.05045,-118.14778,"http://aqicn.org/city/california/kern/mojave/","o3","2017-03-27 08:00:00","-07:00",11.86,66,1017,10,NA,NA,9,NA,40.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"187","Carmel Valley-Ford Road, Monterey, California",17,238,36.48187,-121.73333,"http://aqicn.org/city/california/monterey/carmel-valley-ford-road/","pm25","2017-03-27 07:00:00","-07:00",9.6,81,1023,NA,NA,9.3,17,3.4,7.3,0.3,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"188","King City - Pearl, Monterey, California",24,239,36.20902,-121.12596,"http://aqicn.org/city/california/monterey/king-city-pearl/","o3","2017-03-27 07:00:00","-07:00",10.5,87,1023,9,NA,NA,9,NA,24.1,3.4,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
